Business ID,Business Name,Business Type,Area,Address,Phone,Email,Rating,Review Count,Price Range,Hours,Services,About,Year Established,Facebook URL,Instagram URL,Logo URL,Maps URL,Lead Reason,Score,Photos
BIZ_011,Brennan's Florist,Florist,"Jersey City, NJ","222 Newark Ave, Jersey City, NJ 07302",+12018760580,weddings@brennansflorist.net,4.6,79,,Thursday: 9 AM–5 PM | Friday(Juneteenth): 9 AM–5 PM Hours might differ | Saturday: 9 AM–4 PM | Sunday: Closed | Monday: 9 AM–5 PM | Tuesday: 9 AM–5 PM | Wednesday: 9 AM–5 PM,"connection_quality, latency_level, is_ad, content_category","Brennan's Florist, Jersey City. 754 likes · 13 talking about this · 229 were here. Brennan’s Florist is a family owned florist located in the historic downtown section of Jersey Cit",,https://www.facebook.com/BrennansFlorist/,https://www.instagram.com/brennansflorist/,C:\Users\aadik\Downloads\site-builder\leads\photos\brennan-s-florist-222-newark-ave-jers\hero.jpg,https://www.google.com/maps/place/Brennan%27s+Florist/data=!4m7!3m6!1s0x89c250b378978fcf:0xa2ad09685a0535b0!8m2!3d40.7223033!4d-74.04714!16s%2Fg%2F1w6r95rp!19sChIJz4-XeLNQwokRsDUFWmgJraI,Outdated -- Wayback last seen: 2001,88,C:\Users\aadik\Downloads\site-builder\leads\photos\brennan-s-florist-222-newark-ave-jers
BIZ_012,Nelson's Construction LLC,General contractor,"Jersey City, NJ","44 Stevens Ave, Jersey City, NJ 07305",+12013448642,nelsonconstructionllc@gmail.com,4.3,6,,Thursday: Open 24 hours | Friday(Juneteenth): Open 24 hours Hours might differ | Saturday: Open 24 hours | Sunday: Open 24 hours | Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,"connection_quality, latency_level, is_ad, content_category","Nelsons Construction llc, Jersey City. 213 likes. We do full Bathroom and kitchen renovation.Plumbing Painting, Window, Floor sidewalk, deck, ceramic,drop ceiling and roof flat and shingles.",,https://www.facebook.com/nelsonsconstructionllc/,,C:\Users\aadik\Downloads\site-builder\leads\photos\nelson-s-construction-llc-44-stevens-ave-jers\hero.jpg,https://www.google.com/maps/place/Nelson%27s+Construction+LLC/data=!4m7!3m6!1s0x89c251b2bfb70b4d:0x6f5d92255ef2428!8m2!3d40.700549!4d-74.086284!16s%2Fg%2F11gjw9108v!19sChIJTQu3v7JRwokRKCTvVSLZ9QY,No website,85,C:\Users\aadik\Downloads\site-builder\leads\photos\nelson-s-construction-llc-44-stevens-ave-jers
BIZ_013,A Budget Sewer & Drain Cleaning,Plumber,"Jersey City, NJ","Jersey City, NJ 07305",+12013326400,curtismayo@comcast.net,5.0,6,,Thursday: Open 24 hours | Friday(Juneteenth): Open 24 hours Hours might differ | Saturday: Open 24 hours | Sunday: Open 24 hours | Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,"connection_quality, latency_level, is_ad, content_category","A Budget Sewer & Drain Cleaning, East Orange. 263 likes · 1 was here. A Budget Sewer & Drain Cleaning  provides efficient & affordable service for sewer and drain cleaning.  Fully Insured & Available...",,https://www.facebook.com/ABudgetSewerandDraining/,,C:\Users\aadik\Downloads\site-builder\leads\photos\a-budget-sewer-drain-cleaning-jersey-city-nj-0730\hero.jpg,https://www.google.com/maps/place/A+Budget+Sewer+%26+Drain+Cleaning/data=!4m7!3m6!1s0x89c2510fffffffff:0xff4e252fd225a59f!8m2!3d40.7008341!4d-74.0887303!16s%2Fg%2F1thhlf5l!19sChIJ_____w9RwokRn6Ul0i8lTv8,No website,85,C:\Users\aadik\Downloads\site-builder\leads\photos\a-budget-sewer-drain-cleaning-jersey-city-nj-0730
BIZ_014,Anaya beauty salon,Hair salon,"South Amboy, NJ","483 State St, Perth Amboy, NJ 08861",+17327625577,,4.2,5,,,,,,,,C:\Users\aadik\Downloads\site-builder\leads\photos\anaya-beauty-salon-483-state-st-perth\hero.jpg,https://www.google.com/maps/place/Anaya+beauty+salon/data=!4m7!3m6!1s0x89c3cbc7a95fbbb3:0x1de3c6495f2b89b1!8m2!3d40.5153019!4d-74.2647497!16s%2Fg%2F11jcgpd24s!19sChIJs7tfqcfLw4kRsYkrX0nG4x0,No website,73,C:\Users\aadik\Downloads\site-builder\leads\photos\anaya-beauty-salon-483-state-st-perth
BIZ_015,Precise Mobile Notaries & Signing Service NJ,Notary public,"South Amboy, NJ",,+17326219002,preciseloansignings@gmail.com,5.0,34,,Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours | Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,"connection_quality, latency_level, is_ad, content_category","Precision Mobile Notary Signing Agents, Pine Hill. 473 likes. Mobile Notary and Signing Agents specializing in:

Affidavits
Powers of attorney
Loan Documents
Contracts and financial agreements...",,https://www.facebook.com/precisionnotarynj/,,C:\Users\aadik\Downloads\site-builder\leads\photos\precise-mobile-notaries-signing-service-nj\hero.jpg,https://www.google.com/maps/place/Precise+Mobile+Notaries+%26+Signing+Service+NJ/data=!4m7!3m6!1s0x89c3b56f96a68257:0x127c54fd860dd6c!8m2!3d40.551691!4d-74.3336475!16s%2Fg%2F11j4y00ky0!19sChIJV4Kmlm-1w4kRbN1g2E_FJwE,No website,85,C:\Users\aadik\Downloads\site-builder\leads\photos\precise-mobile-notaries-signing-service-nj
BIZ_016,Aldo Plumbing & Sewer,Plumber,"South Amboy, NJ",,+17329210306,,5.0,47,,Thursday: 7 AM–10:30 PM | Friday: 7 AM–10:30 PM | Saturday: 7 AM–10:30 PM | Sunday: 7 AM–10:30 PM | Monday: 7 AM–10:30 PM | Tuesday: 7 AM–10:30 PM | Wednesday: 7:30 AM–10:30 PM,"connection_quality, latency_level, is_ad, content_category",Aldo Perez. 693 likes · 11 talking about this. Plumber,,https://www.facebook.com/przaldo/,,C:\Users\aadik\Downloads\site-builder\leads\photos\aldo-plumbing-sewer\hero.jpg,https://www.google.com/maps/place/Aldo+Plumbing+%26+Sewer/data=!4m7!3m6!1s0xacab4cb21d325235:0x133ada421435cda!8m2!3d40.4299025!4d-74.4171634!16s%2Fg%2F11yvb2pm0d!19sChIJNVIyHbJMq6wR2lxDIaStMwE,No website,73,C:\Users\aadik\Downloads\site-builder\leads\photos\aldo-plumbing-sewer
BIZ_017,Bright Electrical,Electrician,"Jersey City, NJ",,+12014439900,,5.0,25,,Thursday: 7:30 AM–3:30 PM | Friday: 7:30 AM–3:30 AM | Saturday: Closed | Sunday: Open 24 hours | Monday: 7:30 AM–3:30 PM | Tuesday: 7:30 AM–12 AM | Wednesday: 7:30 AM–3:30 PM,,See Instagram photos and videos from Sammy Atshan (@bergen_bright_electric_),,,https://www.instagram.com/bergen_bright_electric_/,C:\Users\aadik\Downloads\site-builder\leads\photos\bright-electrical\hero.jpg,https://www.google.com/maps/place/Bright+Electrical/data=!4m7!3m6!1s0x89c25206cc9442f3:0xf929c6c48b83fe68!8m2!3d40.073132!4d-74.5223276!16s%2Fg%2F11b5ynmdyq!19sChIJ80KUzAZSwokRaP6Di8TGKfk,No website,71,C:\Users\aadik\Downloads\site-builder\leads\photos\bright-electrical
BIZ_018,U N I C O LANDSCAPING LLC,Landscaper,"Jersey City, NJ","1211 14th St, North Bergen, NJ 07047",+12016733189,,4.0,8,,,,See Instagram photos and videos from U  N  I  C  O  LANDSCAPING LLC (@unicolandscaping),,,https://www.instagram.com/unicolandscaping/,C:\Users\aadik\Downloads\site-builder\leads\photos\u-n-i-c-o-landscaping-llc-1211-14th-st-north\hero.jpg,https://www.google.com/maps/place/U+N+I+C+O+LANDSCAPING+LLC/data=!4m7!3m6!1s0x89c258244036ffff:0xd6f7816f0056f152!8m2!3d40.7632716!4d-74.0433417!16s%2Fg%2F11ggr6pw6z!19sChIJ__82QCRYwokRUvFWAG-B99Y,No website,71,C:\Users\aadik\Downloads\site-builder\leads\photos\u-n-i-c-o-landscaping-llc-1211-14th-st-north
BIZ_019,Reema Jewelers,Jeweler,"Jersey City, NJ","830 Newark Ave, Jersey City, NJ 07306",+12016535500,jdoe@jerseycitynj.gov,4.1,28,,Thursday: 12–7:30 PM | Friday(Juneteenth): 12–7:30 PM Hours might differ | Saturday: 12–7:30 PM | Sunday: 11 AM–7:30 PM | Monday: Closed | Tuesday: 12–7:30 PM | Wednesday: 12–7:30 PM,,See Instagram photos and videos from HudPost (@hudpost),,,https://www.instagram.com/hudpost/,C:\Users\aadik\Downloads\site-builder\leads\photos\reema-jewelers-830-newark-ave-jers\hero.jpg,https://www.google.com/maps/place/Reema+Jewelers/data=!4m7!3m6!1s0x89c2572fc3dcd38b:0x35b1a8b3be37cd4b!8m2!3d40.7358499!4d-74.0662876!16s%2Fg%2F1vxzbjr5!19sChIJi9Pcwy9XwokRS803vrOosTU,No website,83,C:\Users\aadik\Downloads\site-builder\leads\photos\reema-jewelers-830-newark-ave-jers
BIZ_020,AlphaMinds Russian School,Language school,"Jersey City, NJ","225 Morris Blvd Ground Floor, Jersey City, NJ 07302",+12018448535,info@alphamindsacademy.com,5.0,51,,Thursday: 10 AM–6 PM | Friday(Juneteenth): 10 AM–6 PM Hours might differ | Saturday: 8:30 AM–3 PM | Sunday: Closed | Monday: 10 AM–6 PM | Tuesday: 10 AM–6 PM | Wednesday: 10 AM–6 PM,"connection_quality, latency_level, is_ad, content_category","Alpha Minds Russian School, Jersey City. 231 likes · 14 talking about this · 164 were here. AlphaMinds Russian School is a Russian Immersion Program for children 1-14 years old.",2019,https://www.facebook.com/RussianSchoolJerseyCity/,https://www.instagram.com/alphamindsacademy/,C:\Users\aadik\Downloads\site-builder\leads\photos\alphaminds-russian-school-225-morris-blvd-grou\hero.jpg,https://www.google.com/maps/place/AlphaMinds+Russian+School/data=!4m7!3m6!1s0x89c2514fc93e4f17:0xf01aa0704d8a34da!8m2!3d40.7142812!4d-74.0439999!16s%2Fg%2F11v1370s2c!19sChIJF08-yU9RwokR2jSKTXCgGvA,Outdated -- Wayback last seen: 2014,83,C:\Users\aadik\Downloads\site-builder\leads\photos\alphaminds-russian-school-225-morris-blvd-grou
BIZ_021,West Side Brokerage,Tax preparation service,"Jersey City, NJ","1027 West Side Ave, Jersey City, NJ 07306",+12014510500,,4.9,74,,Thursday: 8:30 AM–4:30 PM | Friday(Juneteenth): 8:30 AM–4:30 PM Hours might differ | Saturday: Closed | Sunday: Closed | Monday: 8:30 AM–4:30 PM | Tuesday: 8:30 AM–4:30 PM | Wednesday: 8:30 AM–4:30 PM,,"See Instagram photos and videos from BRE Group l Real Broker, LLC (@bregroupnj)",,,https://www.instagram.com/bregroupnj/,C:\Users\aadik\Downloads\site-builder\leads\photos\west-side-brokerage-1027-west-side-ave\hero.jpg,https://www.google.com/maps/place/West+Side+Brokerage/data=!4m7!3m6!1s0x89c2572934505587:0xdaea6e20a75575f2!8m2!3d40.7345634!4d-74.0714021!16s%2Fg%2F1tj9cxnz!19sChIJh1VQNClXwokR8nVVpyBu6to,No website,71,C:\Users\aadik\Downloads\site-builder\leads\photos\west-side-brokerage-1027-west-side-ave
BIZ_022,Madden Nicole Dry Cleaners and Professional Tailoring,Dry cleaner,"Jersey City, NJ","840 Broadway, Bayonne, NJ 07002",+12013390536,,4.3,92,,Thursday: 9 AM–7 PM | Friday(Juneteenth): 9 AM–7 PM Hours might differ | Saturday: 9 AM–3 PM | Sunday: Closed | Monday: Closed | Tuesday: 9 AM–7 PM | Wednesday: 9 AM–7 PM,,See Instagram photos and videos from Stephanie Nicole (@sf_stef),,,https://www.instagram.com/sf_stef/,C:\Users\aadik\Downloads\site-builder\leads\photos\madden-nicole-dry-cleaners-and-professional-tailoring-840-br\hero.jpg,https://www.google.com/maps/place/Madden+Nicole+Dry+Cleaners+and+Professional+Tailoring/data=!4m7!3m6!1s0x89c251930ce3fdcf:0x4008203b93543f44!8m2!3d40.675908!4d-74.1079561!16s%2Fg%2F11btmqkssw!19sChIJz_3jDJNRwokRRD9UkzsgCEA,No website,71,C:\Users\aadik\Downloads\site-builder\leads\photos\madden-nicole-dry-cleaners-and-professional-tailoring-840-br
BIZ_023,"Burlew Mechanical, LLC",Plumber,"South Amboy, NJ","Munck Professional Building, 110 Main St, South Amboy, NJ 08879",+17322171571,,5.0,6,,Thursday: 7 AM–9 PM | Friday(Juneteenth): 7 AM–9 PM Hours might differ | Saturday: 9 AM–5 PM | Sunday: 9 AM–5 PM | Monday: 7 AM–9 PM | Tuesday: 7 AM–9 PM | Wednesday: 7 AM–9 PM,,See Instagram photos and videos from Sweet Briar College (@sweetbriaredu),,,https://www.instagram.com/sweetbriaredu/,C:\Users\aadik\Downloads\site-builder\leads\photos\burlew-mechanical-llc-munck-professional-b\hero.jpg,"https://www.google.com/maps/place/Burlew+Mechanical,+LLC/data=!4m7!3m6!1s0x89c234a50869baab:0x5d9671e9f6f1f3ec!8m2!3d40.4912165!4d-74.2883994!16s%2Fg%2F1hc5fpq1w!19sChIJq7ppCKU0wokR7PPx9ulxll0",No website,71,C:\Users\aadik\Downloads\site-builder\leads\photos\burlew-mechanical-llc-munck-professional-b
BIZ_024,SDjewelry,Jeweler,"South Amboy, NJ","257 Madison Ave, Perth Amboy, NJ 08861",+17326424365,,4.3,15,,Thursday: 11 AM–7 PM | Friday(Juneteenth): 11 AM–7 PM Hours might differ | Saturday: 11 AM–7 PM | Sunday: 11 AM–5 PM | Monday: 11 AM–7 PM | Tuesday: 11 AM–7 PM | Wednesday: 11 AM–7 PM,,See Instagram photos and videos from SD JEWELRY (@sdjewelrynj),,,https://www.instagram.com/sdjewelrynj/,C:\Users\aadik\Downloads\site-builder\leads\photos\sdjewelry-257-madison-ave-per\hero.jpg,https://www.google.com/maps/place/SDjewelry/data=!4m7!3m6!1s0x89c3cbb74cda7db7:0xe0ecbc9b5781b9d1!8m2!3d40.5080167!4d-74.2709572!16s%2Fg%2F11jzz61q92!19sChIJt33aTLfLw4kR0bmBV5u87OA,No website,71,C:\Users\aadik\Downloads\site-builder\leads\photos\sdjewelry-257-madison-ave-per
BIZ_025,Felix Medina Racing,Auto tune up service,"South Amboy, NJ","100 Main St Unit H, South Amboy, NJ 08879",+17323137953,,4.5,8,,Thursday: 8 AM–6 PM | Friday(Juneteenth): 8 AM–6 PM Hours might differ | Saturday: 10 AM–5 PM | Sunday: Closed | Monday: 8 AM–6 PM | Tuesday: 8 AM–6 PM | Wednesday: 8 AM–6 PM,,See Instagram photos and videos from Felix medina (@felixtuned),,,https://www.instagram.com/felixtuned/,C:\Users\aadik\Downloads\site-builder\leads\photos\felix-medina-racing-100-main-st-unit-h\hero.jpg,https://www.google.com/maps/place/Felix+Medina+Racing/data=!4m7!3m6!1s0x89c3cb2fda163465:0x12dbe26e7971ea36!8m2!3d40.4920125!4d-74.2899707!16s%2Fg%2F11ll8gfl3p!19sChIJZTQW2i_Lw4kRNupxeW7i2xI,No website,71,C:\Users\aadik\Downloads\site-builder\leads\photos\felix-medina-racing-100-main-st-unit-h
BIZ_026,Valdez Auto Repair,Auto repair shop,"South Amboy, NJ","274 Washington St, Perth Amboy, NJ 08861",+17322930021,,4.5,17,,Thursday: 9 AM–6:30 PM | Friday(Juneteenth): 9 AM–6:30 PM Hours might differ | Saturday: 9 AM–4 PM | Sunday: Closed | Monday: 9 AM–6:30 PM | Tuesday: 9 AM–6:30 PM | Wednesday: 9 AM–6:30 PM,,See Instagram photos and videos from Peter Valdes-Dapena (@petervdap),,,https://www.instagram.com/petervdap/,C:\Users\aadik\Downloads\site-builder\leads\photos\valdez-auto-repair-274-washington-st-p\hero.jpg,https://www.google.com/maps/place/Valdez+Auto+Repair/data=!4m7!3m6!1s0x89c3ca7922801963:0xe56a17df39ebd69f!8m2!3d40.5155785!4d-74.2720574!16s%2Fg%2F1tdn9mb3!19sChIJYxmAInnKw4kRn9brOd8XauU,No website,71,C:\Users\aadik\Downloads\site-builder\leads\photos\valdez-auto-repair-274-washington-st-p
